song_id,artist,title,dominant_emotion,dominant_sentiment,emotion_distribution,sentiment_distribution
856762,Bio-Tek,Communion,sadness,negative,"{'anger': 0.19636587489802054, 'disgust': 0.22406539617994797, 'sadness': 0.23321211696633656, 'surprise': 0.06481729372096671, 'fear': 0.22463515350628788, 'anticipation': 0.028452082364220175, 'trust': 0.028452082364220175}",{'negative': 1.0}
1088275,SONOIO,Houdini,fear,positive,"{'anger': 0.07204208835363517, 'fear': 0.56530309149114, 'sadness': 0.010029032331505145, 'anticipation': 0.016105914080124475, 'joy': 0.1661085725039344, 'trust': 0.1661085725039344, 'disgust': 0.0043027287357263935}","{'positive': 0.806497210317777, 'negative': 0.19350278968222293}"
6438529,MCD Sprite,Purchase Your Beats Today,sadness,negative,"{'fear': 0.14726061460065204, 'sadness': 0.18777980191202756, 'disgust': 0.0721333221724117, 'joy': 0.14719269848607824, 'anticipation': 0.1655609432933542, 'surprise': 0.0812761740434356, 'trust': 0.14205419169196923, 'anger': 0.05674225380007132}","{'negative': 0.544060305125491, 'positive': 0.4559396948745091}"
6149685,ExterminatePests,YARRD$,fear,negative,"{'sadness': 0.12589465422334936, 'fear': 0.4084981649947058, 'anger': 0.2449887231208576, 'disgust': 0.11537289308875363, 'anticipation': 0.024779336049002138, 'joy': 0.011830860012012666, 'trust': 0.020000294981209924, 'surprise': 0.04863507353010874}","{'positive': 0.08914127433595932, 'negative': 0.9108587256640406}"
2111789,Linda Ronstadt,Life is like a mountain railway - 2006 digital remaster,joy,positive,"{'anticipation': 0.1797051746099617, 'joy': 0.34069717831036445, 'trust': 0.22154846782739437, 'fear': 0.13119041365336795, 'sadness': 0.04458523801660649, 'anger': 0.056158074515359424, 'surprise': 0.026115453066945574}","{'positive': 0.8271024617775541, 'negative': 0.17289753822244588}"
7001773,Jeiferr,Happy meal,trust,positive,"{'joy': 0.26372639962118477, 'sadness': 0.07460557439658566, 'anger': 0.05882427061175935, 'disgust': 0.05882427061175935, 'anticipation': 0.2621618448153894, 'trust': 0.2818576399433215}","{'positive': 0.7759689065597026, 'negative': 0.2240310934402974}"
6606981,Go Yayo,No Tips,fear,negative,"{'anger': 0.44143579914427067, 'fear': 0.44851749356003917, 'disgust': 0.02919641922767042, 'anticipation': 0.0070081949590837436, 'sadness': 0.033980724096535506, 'surprise': 0.031052657653422886, 'trust': 0.00880871135897743}","{'negative': 0.7947654191760702, 'positive': 0.2052345808239298}"
1607222,Bratz,Lifes A Wild Ride,surprise,negative,"{'surprise': 0.6132158707722037, 'anticipation': 0.35799434303060856, 'trust': 0.02878978619718769}","{'positive': 0.1685003343592758, 'negative': 0.8314996656407241}"
3260743,Sam Jones,Sammy Jammy,anticipation,negative,"{'anticipation': 0.27386757640011394, 'disgust': 0.15976352054397783, 'sadness': 0.20224551377152372, 'anger': 0.11639882469918972, 'fear': 0.1409272163630337, 'surprise': 0.08496398645509175, 'trust': 0.021833361767069313}","{'negative': 0.8431285802576265, 'positive': 0.1568714197423735}"
3681430,Bullet for My Valentine,Breaking Out,surprise,negative,"{'anger': 0.1525892277371611, 'fear': 0.22187974310019548, 'sadness': 0.20999056533211277, 'disgust': 0.06203843153132092, 'anticipation': 0.07653278888362655, 'joy': 0.017265384076728927, 'surprise': 0.24243847526212542, 'trust': 0.017265384076728927}","{'negative': 0.8565898525632419, 'positive': 0.143410147436758}"
7355065,Thunder Fox,Love You 2,joy,positive,"{'joy': 0.3321451067935008, 'surprise': 0.07182463216304115, 'trust': 0.2534965876798057, 'sadness': 0.06107332586009301, 'anticipation': 0.17842886403826913, 'anger': 0.05151574173264512, 'fear': 0.05151574173264512}","{'positive': 0.7698082269153067, 'negative': 0.23019177308469335}"
6651947,Grabak,Falls and Right,anticipation,negative,"{'anticipation': 0.21639636239556595, 'trust': 0.14150773049935397, 'fear': 0.17767091421017056, 'joy': 0.10225563270329584, 'surprise': 0.022093879635668844, 'disgust': 0.08297429442713158, 'sadness': 0.1187317699491457, 'anger': 0.13836941617966755}","{'positive': 0.40780602259651416, 'negative': 0.5921939774034859}"
7278095,LeAnn Rimes,I Need You Radio Edit,trust,positive,"{'anticipation': 0.025506184981779593, 'joy': 0.39144347948649566, 'surprise': 0.025506184981779593, 'trust': 0.5436504443915284, 'anger': 0.013893706158416893}","{'positive': 0.9617745995239709, 'negative': 0.03822540047602915}"
7210520,MARSHALL BEATS CUH,EVERYWHERE I GO,fear,negative,"{'fear': 0.29029736996734146, 'sadness': 0.2844342373002964, 'surprise': 0.09869150819942439, 'anger': 0.10809149748395296, 'disgust': 0.10809149748395296, 'anticipation': 0.05777362075622151, 'trust': 0.0344047826833834, 'joy': 0.018215486125426856}","{'positive': 0.2800591325532271, 'negative': 0.7199408674467729}"
5641315,Karie Mannings,Get To It,anticipation,positive,"{'anticipation': 0.27777942603320305, 'joy': 0.16648567617406407, 'trust': 0.2554399577073596, 'anger': 0.07507373502134336, 'disgust': 0.07507373502134336, 'fear': 0.07507373502134336, 'sadness': 0.07507373502134336}","{'positive': 0.6257848533361294, 'negative': 0.37421514666387057}"
5019604,Heather Floyd,Abide With Me,fear,negative,"{'anger': 0.10092160207892154, 'fear': 0.22273334795295002, 'sadness': 0.13401628026847667, 'disgust': 0.15377956128985965, 'trust': 0.18391192201413992, 'anticipation': 0.08747763072738791, 'joy': 0.09184923447383003, 'surprise': 0.025310421194434128}","{'negative': 0.5641934598052479, 'positive': 0.43580654019475207}"
42805,Sly Boogy,California Remix,anger,negative,"{'anger': 0.29720238359984297, 'disgust': 0.25874634091699494, 'fear': 0.27166087249231746, 'anticipation': 0.0271991696394633, 'surprise': 0.034273087308785255, 'joy': 0.013785844243565772, 'trust': 0.060561609497115115, 'sadness': 0.03657069230191515}","{'positive': 0.44995567470618586, 'negative': 0.5500443252938141}"
4732565,Mayfieldblues,Thoughts That Shouldnt Be Shared,sadness,negative,"{'disgust': 0.10539302879195288, 'fear': 0.14645183569427184, 'sadness': 0.24991935414749572, 'anger': 0.1594568898294221, 'surprise': 0.13347004320703856, 'anticipation': 0.04416585695699185, 'trust': 0.1229407223764662, 'joy': 0.038202268996360714}","{'negative': 0.8626494252253939, 'positive': 0.13735057477460605}"
3862195,Let's Wrestle,I Am Fond of You,sadness,negative,"{'anticipation': 0.17298395193814423, 'fear': 0.12771389700077826, 'sadness': 0.250654558301317, 'joy': 0.13435286452294087, 'surprise': 0.17994186371387874, 'trust': 0.13435286452294087}","{'negative': 0.5716883531674639, 'positive': 0.4283116468325361}"
1439766,Pink Fairies,Say You Love Me,sadness,positive,"{'joy': 0.17902156858565718, 'trust': 0.1386729146345323, 'fear': 0.23511118547108853, 'sadness': 0.27241940022525607, 'anticipation': 0.06691986055863051, 'anger': 0.05392753526241774, 'surprise': 0.02961164580446298, 'disgust': 0.024315889457954758}","{'positive': 0.924610658403153, 'negative': 0.07538934159684685}"
2087081,Rebelution,Good vibes - acoustic,trust,positive,"{'anticipation': 0.1458719999673315, 'joy': 0.14799479397578083, 'surprise': 0.142200960025485, 'trust': 0.15114190912533432, 'anger': 0.11432371933019875, 'disgust': 0.09372178864684236, 'fear': 0.10392396913872846, 'sadness': 0.10082085979029881}","{'positive': 0.6742732883063317, 'negative': 0.3257267116936684}"
1408899,The Veils,Citadel,trust,positive,"{'trust': 0.39549532527573733, 'joy': 0.30255759115892655, 'anticipation': 0.301947083565336}","{'positive': 0.9761883543789592, 'negative': 0.023811645621040798}"
3713169,Brandon James Gwinn,Your Face,anger,negative,"{'anger': 0.2433080756170549, 'disgust': 0.24255366680040377, 'fear': 0.2428210796180786, 'sadness': 0.24185284323044143, 'surprise': 0.005517905295325207, 'anticipation': 0.004215750537445008, 'joy': 0.012597499474943727, 'trust': 0.00713317942630733}","{'negative': 0.9454983305015914, 'positive': 0.05450166949840853}"
3756470,Sevan & Leloo,InstaLike,anger,positive,"{'anticipation': 0.17526520337543236, 'disgust': 0.1101133384322308, 'joy': 0.1718193928139592, 'surprise': 0.09216852903305105, 'trust': 0.17356651655015995, 'anger': 0.18094175243716912, 'fear': 0.08988935289378658, 'sadness': 0.006235914464211022}","{'positive': 0.8585646931014507, 'negative': 0.14143530689854938}"
1983768,Cdm project,Lala song,anger,negative,"{'anger': 0.18399317422129494, 'fear': 0.17465336514303953, 'anticipation': 0.09326118109175248, 'joy': 0.057006654622028446, 'sadness': 0.05254024836924298, 'surprise': 0.1736896108840935, 'trust': 0.09610629753184707, 'disgust': 0.16874946813670103}","{'positive': 0.47268814478035326, 'negative': 0.5273118552196469}"
7150052,Genius English Translations,Lil Careca - VAPO VAPO English Translation,anger,negative,"{'anger': 0.15981228147477508, 'fear': 0.1405876999783177, 'sadness': 0.1383277125758544, 'anticipation': 0.13526266185393887, 'joy': 0.13526266185393887, 'trust': 0.09295195917536296, 'disgust': 0.13645197067664058, 'surprise': 0.06134305241117163}","{'negative': 0.5686921330582054, 'positive': 0.4313078669417945}"
3901578,Jack Harlow,SLIDE FOR ME,fear,negative,"{'trust': 0.14911821255023144, 'sadness': 0.25631663134988175, 'fear': 0.2926975292333554, 'anger': 0.12734501372554527, 'disgust': 0.1065390247864777, 'anticipation': 0.04591263903838639, 'joy': 0.022070949316121996}","{'positive': 0.45209773617338084, 'negative': 0.5479022638266192}"
741938,DeuceZ,Low Brass Trumpet,anger,negative,"{'anger': 0.19921566420557513, 'trust': 0.14293971864440622, 'anticipation': 0.12546886379432673, 'joy': 0.1063716951089528, 'surprise': 0.05624719338323301, 'fear': 0.14971587920817267, 'sadness': 0.08810790179143654, 'disgust': 0.13193308386389702}","{'positive': 0.4582074299642795, 'negative': 0.5417925700357206}"
964975,Hank Thompson,Older the Violin the Sweeter the Music,joy,positive,"{'joy': 0.40590733566821535, 'sadness': 0.2459735355874054, 'anticipation': 0.09536861310686984, 'surprise': 0.049355425442787385, 'trust': 0.058739621452914316, 'anger': 0.045547235179932526, 'disgust': 0.05356099838194276, 'fear': 0.045547235179932526}","{'positive': 0.8798162702519091, 'negative': 0.12018372974809095}"
4216255,Apollo Fresh,Rare Candy,trust,negative,"{'trust': 0.4687526660414326, 'joy': 0.10607857708707462, 'surprise': 0.16695542978579928, 'fear': 0.042923829118544976, 'anticipation': 0.1337463656646478, 'anger': 0.03974953995116621, 'sadness': 0.03338081388764092, 'disgust': 0.008412778463693581}","{'negative': 0.6895199652088823, 'positive': 0.31048003479111785}"
7174502,So Long Space Girl,Gifted Kids,fear,negative,"{'fear': 0.32784926081014426, 'anger': 0.14818813186104982, 'disgust': 0.14636799943024334, 'surprise': 0.01734260118672798, 'anticipation': 0.03899552546323727, 'sadness': 0.27486315993124033, 'joy': 0.018652320694049235, 'trust': 0.027741000623307855}","{'negative': 0.8002688579013684, 'positive': 0.19973114209863166}"
3290995,Stan Bush,Break These Chains,fear,negative,"{'anticipation': 0.09195582527991225, 'disgust': 0.01549107147972853, 'fear': 0.23426404949587343, 'joy': 0.10233836468502014, 'anger': 0.12482366456402742, 'trust': 0.09200865672110764, 'sadness': 0.12621476269550722, 'surprise': 0.2129036050788233}","{'negative': 0.5477608578352352, 'positive': 0.45223914216476485}"
5726852,Apollo Lofton,Introvert,trust,positive,"{'anger': 0.1646553049830827, 'anticipation': 0.1649346430203464, 'trust': 0.2605671349771312, 'disgust': 0.04434200271266057, 'sadness': 0.1494437103993817, 'fear': 0.09492961462284621, 'joy': 0.11299290509682831, 'surprise': 0.008134684187722976}","{'negative': 0.3597091500105526, 'positive': 0.6402908499894473}"
7231461,Lezone,Love Letter,trust,negative,"{'trust': 0.28260047978141983, 'anger': 0.20162096133646823, 'disgust': 0.08991469574445649, 'fear': 0.14430669276635474, 'sadness': 0.12806113297853786, 'joy': 0.12038575398147049, 'anticipation': 0.0331102834112925}","{'negative': 0.5090803698543028, 'positive': 0.4909196301456971}"
6392376,The Crown City Four,Watch World War Three On Pay TV,fear,positive,"{'anticipation': 0.29072535797286864, 'fear': 0.3722641669564063, 'joy': 0.1280622143734517, 'trust': 0.11288294758765349, 'surprise': 0.030934769237291847, 'sadness': 0.03582051061280085, 'anger': 0.0293100332595271}","{'negative': 0.49652664664523943, 'positive': 0.5034733533547606}"
354852,Edward Taylor,Meditation 8,trust,positive,"{'trust': 0.5091456809259957, 'sadness': 0.12409249196824143, 'joy': 0.2758338374059131, 'anger': 0.04889921137035251, 'anticipation': 0.012953129736988304, 'fear': 0.012953129736988304, 'surprise': 0.01612251885552081}","{'positive': 0.7150267234457182, 'negative': 0.28497327655428184}"
5041672,Kevin Devine,On a Plain Nirvana Cover,anger,negative,"{'anger': 0.3812121634944138, 'disgust': 0.010228239631940247, 'fear': 0.026505926114889732, 'sadness': 0.3797735553113726, 'anticipation': 0.035845592986299656, 'joy': 0.141327541821697, 'trust': 0.014558423144116612, 'surprise': 0.010548557495270436}","{'negative': 0.7546910156650141, 'positive': 0.24530898433498596}"
7855026,O.A.R,Alive,joy,positive,"{'fear': 0.09866234577262367, 'sadness': 0.11217503094354575, 'joy': 0.24503499283324698, 'trust': 0.1951277281280424, 'surprise': 0.0868220085532701, 'anger': 0.021044239415481232, 'anticipation': 0.2259164982033077, 'disgust': 0.015217156150482202}","{'negative': 0.4280904679441761, 'positive': 0.5719095320558238}"
7852425,Joeboy,Cubana,fear,negative,"{'fear': 0.20382281773952649, 'sadness': 0.07792743368497823, 'anger': 0.12838033675708252, 'disgust': 0.17225089299131235, 'surprise': 0.12838033675708252, 'anticipation': 0.11065711139118521, 'joy': 0.08929053533941624, 'trust': 0.08929053533941624}","{'positive': 0.3749923293001552, 'negative': 0.6250076706998448}"
404241,Mari.edu,Higher Edukation,sadness,negative,"{'anger': 0.06850851924043298, 'fear': 0.17320513319465178, 'sadness': 0.18356723342047562, 'joy': 0.11459921320706852, 'trust': 0.15536671004176028, 'anticipation': 0.12103289168628147, 'disgust': 0.0648114164040318, 'surprise': 0.11890888280529754}","{'negative': 0.5984391205082342, 'positive': 0.40156087949176567}"
5261628,Mike Xavier,Real Love,trust,positive,"{'anger': 0.006497801834085115, 'disgust': 0.0016400168710325913, 'fear': 0.006506931595584876, 'sadness': 0.007186327505091445, 'anticipation': 0.004350983135585018, 'joy': 0.2272957470901689, 'surprise': 0.0018626535906751975, 'trust': 0.7446595383777769}","{'negative': 0.010912094590485448, 'positive': 0.9890879054095146}"
826310,Auvernia,The Master Throne,trust,positive,"{'anticipation': 0.2589365905982265, 'fear': 0.14122581063572495, 'joy': 0.06017865938354679, 'surprise': 0.06523583483474396, 'trust': 0.2790309999966012, 'sadness': 0.11434495329897833, 'anger': 0.08104715125217815}","{'positive': 0.8101688812857075, 'negative': 0.18983111871429245}"
3033913,Alex Wiley & Mike Gao,Red Pill - Mike Gao Remix,anger,negative,"{'anger': 0.21551067607501045, 'anticipation': 0.08822135553144404, 'disgust': 0.14940074357196553, 'fear': 0.1496056404930731, 'joy': 0.0836699532933513, 'sadness': 0.14778572204623364, 'surprise': 0.08063343432722765, 'trust': 0.08517247466169431}","{'negative': 0.7152135316750476, 'positive': 0.28478646832495236}"
7260790,Brady Beard,Nowhere,surprise,negative,"{'anticipation': 0.17301705736856968, 'joy': 0.14233462313612777, 'trust': 0.14233462313612777, 'anger': 0.04132956391754036, 'fear': 0.09444183548250186, 'sadness': 0.16878720986956428, 'surprise': 0.23775508708956825}","{'positive': 0.27440696517878616, 'negative': 0.7255930348212138}"
3610213,Gus,Blindsight,joy,positive,"{'surprise': 0.05800490494831355, 'joy': 0.7585497661922176, 'anger': 0.025292803644884863, 'disgust': 0.014248725402114764, 'anticipation': 0.08150456374160446, 'fear': 0.02421182658267923, 'trust': 0.02832989147570389, 'sadness': 0.00985751801248173}","{'positive': 0.9571995206712461, 'negative': 0.04280047932875395}"
2833961,Half Japanese,That’s Called Love,joy,positive,"{'joy': 0.37516161659355257, 'surprise': 0.12056319788526502, 'trust': 0.30172883739734424, 'anticipation': 0.19605642464806364, 'sadness': 0.006489923475774523}","{'positive': 0.9775704963211165, 'negative': 0.022429503678883456}"
4954778,.gif from god,​living off the corpse of the old world,trust,negative,"{'disgust': 0.10547264948244107, 'fear': 0.19188564090347432, 'sadness': 0.19188564090347432, 'anticipation': 0.13264334143598902, 'trust': 0.26323469852900105, 'joy': 0.057439014372810085, 'surprise': 0.057439014372810085}","{'negative': 0.7882739422289191, 'positive': 0.21172605777108086}"
152863,Colin Hay,I Just Dont Think Ill Ever Get Over You,anger,positive,"{'anticipation': 0.04714513006609624, 'joy': 0.047398114048077096, 'surprise': 0.038010183801294326, 'trust': 0.03134979884811796, 'anger': 0.21627336824050183, 'disgust': 0.21627336824050183, 'sadness': 0.21627336824050183, 'fear': 0.18727666851490885}","{'positive': 0.5686282298027511, 'negative': 0.431371770197249}"
1945670,Kris Orlowski,Your Move,surprise,negative,"{'anticipation': 0.17536150360200733, 'joy': 0.029124757528417193, 'trust': 0.034714170671488874, 'fear': 0.24325691885475076, 'disgust': 0.005589413143071678, 'surprise': 0.3747744289783274, 'anger': 0.09035343721090873, 'sadness': 0.04682537001102823}","{'positive': 0.0768886501363234, 'negative': 0.9231113498636766}"
4328414,Achampnator,Bloody Mary,anger,negative,"{'fear': 0.24904094031838453, 'joy': 0.0008858715169904084, 'surprise': 0.0008858715169904084, 'anger': 0.2538376068048197, 'disgust': 0.24622073489548554, 'sadness': 0.24820051774493826, 'anticipation': 0.0009284572023911522}","{'negative': 0.996557850034391, 'positive': 0.003442149965608957}"
1839168,Grendel,End of Ages ArztPfusch Japscat remix,sadness,negative,"{'anticipation': 0.165589086045863, 'anger': 0.2020772905669567, 'fear': 0.19209608427301286, 'sadness': 0.2621552616109358, 'disgust': 0.059257614262472086, 'joy': 0.06074111833605955, 'surprise': 0.029041772452350106, 'trust': 0.029041772452350106}","{'negative': 0.8664320604828126, 'positive': 0.1335679395171875}"
1424365,Behind Enemy Lines,Setting Things Right Again,fear,negative,"{'anger': 0.1610953082932521, 'fear': 0.2195318040154631, 'sadness': 0.12431854055470487, 'anticipation': 0.10455272007572092, 'joy': 0.08069991337825436, 'trust': 0.15565491432831477, 'disgust': 0.10630379544826218, 'surprise': 0.047843003906027644}","{'negative': 0.5437707979316202, 'positive': 0.4562292020683797}"
1729663,Dead Kennedys,Stars and Stripes of Corruption,disgust,negative,"{'anticipation': 0.08641237592266159, 'disgust': 0.17369572769119662, 'joy': 0.09602712093052079, 'surprise': 0.04132557279837917, 'trust': 0.14994297046874572, 'anger': 0.15947305993609018, 'sadness': 0.12667511003627904, 'fear': 0.16644806221612682}","{'positive': 0.4163564751339922, 'negative': 0.5836435248660077}"
4535802,Texas Hippie Coalition,Moonshine,joy,positive,"{'fear': 0.2204104512143014, 'sadness': 0.23103713479530405, 'anticipation': 0.03341711184986729, 'joy': 0.26585211447002927, 'trust': 0.025001445054723487, 'anger': 0.21419649750849462, 'surprise': 0.0071767951777516005, 'disgust': 0.0029084499295281554}","{'positive': 0.5532582780089031, 'negative': 0.44674172199109685}"
5258421,Genius English Translations,​​morten - Asfalto bbys English Translation,fear,negative,"{'anticipation': 0.07875398143630404, 'trust': 0.04582510032263763, 'anger': 0.08914227800322806, 'fear': 0.5151997238293241, 'joy': 0.0295453340428427, 'surprise': 0.06692863874409052, 'disgust': 0.08076515150223423, 'sadness': 0.09383979211933861}","{'positive': 0.3300131947793575, 'negative': 0.6699868052206426}"
85872,A-Wax,Loyalty,trust,positive,"{'joy': 0.13003830976501796, 'trust': 0.7779598070859475, 'anger': 0.021645088771218863, 'anticipation': 0.01882749199423188, 'surprise': 0.01957618573442593, 'fear': 0.020665059324405422, 'sadness': 0.008841314325587067, 'disgust': 0.0024467429991654353}","{'positive': 0.9755625277226757, 'negative': 0.02443747227732432}"
937061,Kate Rusby,Bring Me a Boat,anger,positive,"{'anger': 0.2796404228759088, 'fear': 0.18130971169722637, 'sadness': 0.20323996463169228, 'anticipation': 0.009922765487028192, 'joy': 0.08077397009645658, 'trust': 0.08077397009645658, 'disgust': 0.16433919511523112}","{'negative': 0.47516997854978, 'positive': 0.5248300214502201}"
6613683,angelus,​status Remix,anger,negative,"{'anger': 0.2915343771929933, 'fear': 0.23768425480321712, 'sadness': 0.24440159750363502, 'disgust': 0.2130425578124223, 'surprise': 0.005137418137453211, 'trust': 0.005137418137453211, 'joy': 0.0030623764128260705}","{'positive': 0.12025316779675267, 'negative': 0.8797468322032472}"
1167913,John Farnham,Over My Head,anticipation,positive,"{'trust': 0.2696308473427063, 'anticipation': 0.3285015340060327, 'joy': 0.2505909256424013, 'fear': 0.15127669300885963}","{'negative': 0.06338122127228739, 'positive': 0.9366187787277126}"
1063170,William Fitzsimmons,Find My Way Home,disgust,positive,"{'fear': 0.11803374437025867, 'disgust': 0.22498233104946183, 'anticipation': 0.1400130141102325, 'joy': 0.12263799976363905, 'trust': 0.18198638719694693, 'surprise': 0.07478438478096593, 'anger': 0.06878106936424759, 'sadness': 0.06878106936424759}","{'negative': 0.21524408805871859, 'positive': 0.7847559119412815}"
951213,Michael Learns to Rock,Sleeping Child,joy,positive,"{'joy': 0.31328691009137327, 'trust': 0.14495804955893898, 'anticipation': 0.31211778202320223, 'sadness': 0.03951642767371815, 'surprise': 0.1051127411711456, 'anger': 0.029690294936364135, 'disgust': 0.026546724160607906, 'fear': 0.02877107038464978}","{'positive': 0.7224792065836124, 'negative': 0.2775207934163876}"
6743959,Password:password,Cant Run,fear,positive,"{'anticipation': 0.2223794316625571, 'fear': 0.26729704460163756, 'sadness': 0.1693179753927818, 'anger': 0.05555723241062153, 'disgust': 0.05555723241062153, 'trust': 0.21405670691024362, 'surprise': 0.015834376611536943}","{'positive': 0.5236451782352431, 'negative': 0.4763548217647568}"
1838513,Headlights,Everybody Needs a Fence to Lean On Via Satellite Remix,anger,negative,"{'anticipation': 0.052308744656820595, 'joy': 0.052308744656820595, 'surprise': 0.052308744656820595, 'trust': 0.052308744656820595, 'anger': 0.2635883404575725, 'fear': 0.2635883404575725, 'sadness': 0.2635883404575725}","{'positive': 0.32841097749441994, 'negative': 0.67158902250558}"
5127162,Tehilllah LeFou,Lonely Birthdays,anticipation,positive,"{'anticipation': 0.22840920420272412, 'joy': 0.21551502026447908, 'surprise': 0.21551502026447908, 'trust': 0.22056957305423996, 'fear': 0.04339610049222759, 'disgust': 0.014265885702094926, 'anger': 0.025306067567768282, 'sadness': 0.037023128451986964}","{'positive': 0.8616830770006472, 'negative': 0.13831692299935275}"
2127481,Jamie Cullum,Love aint gonna let you down - audio commentary,joy,positive,"{'joy': 0.5813428798272736, 'anger': 0.08585226967196119, 'disgust': 0.09246684226166729, 'fear': 0.09845134685954006, 'sadness': 0.07524882173710977, 'trust': 0.032194565489813046, 'surprise': 0.02328821485741039, 'anticipation': 0.01115505929522463}","{'positive': 0.8175219220768147, 'negative': 0.18247807792318532}"
376662,Dan Bull,Rocksmith,trust,positive,"{'anticipation': 0.15076229112504375, 'trust': 0.27279723501118547, 'joy': 0.10415983143333223, 'anger': 0.1043895726430656, 'fear': 0.18688850229895448, 'sadness': 0.089560523563494, 'surprise': 0.04373045743305706, 'disgust': 0.04771158649186735}","{'positive': 0.5831850311796325, 'negative': 0.41681496882036745}"
79780,Skrillex,Make It Bun Dem,anger,negative,"{'anticipation': 0.22519642612762436, 'joy': 0.21606257716767796, 'anger': 0.29693897300152067, 'fear': 0.19736296186650482, 'disgust': 0.019391584104624965, 'sadness': 0.019391584104624965, 'trust': 0.02565589362742248}","{'positive': 0.4370933227354198, 'negative': 0.5629066772645802}"
1857814,Au5,Follow You,anger,negative,"{'joy': 0.040875421952570386, 'trust': 0.03012018660688623, 'anger': 0.238150604192503, 'fear': 0.238150604192503, 'sadness': 0.238150604192503, 'disgust': 0.21455257886303433}","{'positive': 0.17851286337991315, 'negative': 0.8214871366200869}"
4124869,Mac Ayres,Blue Skies,sadness,positive,"{'sadness': 0.676958823776624, 'trust': 0.09758572983073954, 'joy': 0.2239123641374327, 'anger': 0.00046319689825973805, 'disgust': 0.00046319689825973805, 'anticipation': 0.000616688458684095}","{'negative': 0.011347633352530388, 'positive': 0.9886523666474697}"
7755263,Glad,Real Life,trust,positive,"{'anticipation': 0.13138141683207444, 'anger': 0.08153194376676019, 'joy': 0.02630747108539042, 'surprise': 0.025552387024991137, 'trust': 0.47847718589744803, 'sadness': 0.09348797982369854, 'disgust': 0.08749631095940671, 'fear': 0.0757653046102306}","{'positive': 0.8664990971980479, 'negative': 0.13350090280195212}"
4259322,Gangway,Once Bitten Twice Shy,sadness,negative,"{'anticipation': 0.17882154547865745, 'joy': 0.20361401957759104, 'surprise': 0.07483926566599798, 'trust': 0.18744089009707754, 'anger': 0.01609581843897745, 'disgust': 0.01609581843897745, 'fear': 0.03102336061651506, 'sadness': 0.29206928168620605}","{'negative': 0.5837552585113484, 'positive': 0.4162447414886516}"
4799177,Booker T. Jones,Cant Buy Me Love,joy,positive,"{'joy': 0.34670535450703105, 'anger': 0.16020766593450983, 'disgust': 0.03655414318018094, 'fear': 0.03655414318018094, 'sadness': 0.03655414318018094, 'trust': 0.13611750450925847, 'anticipation': 0.1236535227543289, 'surprise': 0.1236535227543289}","{'positive': 0.9064324814839145, 'negative': 0.09356751851608547}"
155787,Henry Fielding,Containing a Very Tragical Incident,trust,positive,"{'disgust': 0.05616907219256271, 'sadness': 0.09074879169678908, 'trust': 0.35046429988162214, 'fear': 0.08698718822445992, 'anger': 0.05653335475455266, 'surprise': 0.08371130931524637, 'anticipation': 0.13506748604964203, 'joy': 0.1403184978851249}","{'negative': 0.24660217233038353, 'positive': 0.7533978276696165}"
6923469,Natural Flavors,RIP,anticipation,positive,"{'joy': 0.2876725757439062, 'trust': 0.26977920782983883, 'anger': 0.016936157444778728, 'fear': 0.016936157444778728, 'sadness': 0.029511265392719737, 'anticipation': 0.3535182980936158, 'disgust': 0.007797686039260733, 'surprise': 0.01784865201110116}","{'positive': 0.9506823833200568, 'negative': 0.049317616679943145}"
949917,Martin Sexton,Casino Foundation,anticipation,positive,"{'anticipation': 0.3114728572887165, 'joy': 0.15721837033542807, 'surprise': 0.11711829321053897, 'trust': 0.10121820973894206, 'anger': 0.13441742868375514, 'sadness': 0.10605712874881516, 'fear': 0.07249771199380403}","{'positive': 0.5912978395699368, 'negative': 0.40870216043006324}"
2318052,J-leo,Letting Go,anticipation,positive,"{'joy': 0.1125837997315355, 'anticipation': 0.27613123598546296, 'trust': 0.2444898050139241, 'anger': 0.08792878038442223, 'fear': 0.11123991422655327, 'sadness': 0.07418592031525716, 'surprise': 0.054077076980108406, 'disgust': 0.0393634673627365}","{'positive': 0.5378887074044816, 'negative': 0.46211129259551836}"
5677221,Morgan Jay,Dot Dot Dot,anticipation,negative,"{'fear': 0.16678381464217878, 'sadness': 0.12641163234993477, 'anticipation': 0.2788246719320872, 'joy': 0.13382289261419147, 'surprise': 0.03194368126421827, 'trust': 0.11852984877612216, 'anger': 0.08536061163986228, 'disgust': 0.05832284678140501}","{'negative': 0.6779409222539112, 'positive': 0.3220590777460888}"
7861589,DOBBY,DOBBY - Rappertag 27 | Season 2,anger,negative,"{'trust': 0.1033022766692689, 'anger': 0.22999345732561308, 'fear': 0.19378948015098957, 'anticipation': 0.09383925714149387, 'surprise': 0.0823184333794133, 'joy': 0.06206356743260721, 'disgust': 0.10750752603154072, 'sadness': 0.12718600186907336}","{'positive': 0.37754382218451593, 'negative': 0.622456177815484}"
92451,Joe Budden,What Yo Name Is?,disgust,negative,"{'trust': 0.03588527587023966, 'anger': 0.25525422214626886, 'disgust': 0.2745600580886867, 'fear': 0.14999245248484686, 'sadness': 0.17942819937611165, 'anticipation': 0.03032269095957726, 'surprise': 0.022310636322248258, 'joy': 0.0522464647520207}","{'positive': 0.16730553995088515, 'negative': 0.8326944600491147}"
